TargetID	CHR
cg07418809	X
cg07419178	X
cg07419680	X
cg07419801	X
cg07422795	X
cg07427073	X
cg07428182	X
cg07434817	X
cg07438602	X
cg07439208	X
cg07439872	X
cg07441824	X
cg07442775	X
cg07445326	X
cg07446674	X
cg07446846	X
cg07447868	X
cg07449205	X
cg07449620	X
cg07452499	X
cg07452997	X
cg07457143	X
cg07458836	X
cg07459438	X
cg07462256	X
cg07463743	X
cg07464229	X
cg07464489	X
cg07464524	X
cg07464598	X
cg07466166	X
cg07468307	X
cg07468552	X
cg07469105	X
cg07469691	X
cg07470526	X
cg07471703	X
cg07473550	X
cg07474356	X
cg07480829	X
cg07481063	X
cg07483816	X
cg07483970	X
cg07485959	X
cg07489003	X
cg07492878	X
cg07494987	X
cg07495946	X
cg07496966	X
cg07501063	X
cg07507339	X
cg07507776	X
cg07508090	X
cg07516457	X
cg07519908	X
cg07520860	X
cg07520976	X
cg07525100	X
cg07526675	X
cg07549474	X
cg07550694	X
cg07553115	X
cg07556193	X
cg07559438	X
cg07559615	X
cg07570652	X
cg07573912	X
cg07581973	X
cg07590102	X
cg07592828	X
cg07601068	X
cg07605754	X
cg07608505	X
cg07621042	X
cg07629996	X
cg07635888	X
cg07642259	X
cg07646007	X
cg07647518	X
cg07648454	X
cg07649160	X
cg07650623	X
cg07650640	X
cg07652272	X
cg07653550	X
cg07653640	X
cg07653699	X
cg07653728	X
cg07654896	X
cg07658428	X
cg07658614	X
cg07659240	X
cg07660381	X
cg07660411	X
cg07662137	X
cg07672452	X
cg07673466	X
cg07674075	X
cg07674139	X
cg07674503	X
cg07674520	X
cg07679432	X
cg07679571	X
cg07681139	X
cg07681512	X
cg07681653	X
cg07682072	X
cg07686944	X
cg07688057	X
cg07688234	X
cg07692215	X
cg07693301	X
cg07693661	X
cg07694085	X
cg07695603	X
cg07713026	X
cg07734869	X
cg07745899	X
cg07746818	X
cg07748875	X
cg07749147	X
cg07749485	X
cg07750402	X
cg07750953	X
cg07752550	X
cg07755264	X
cg07756708	X
cg07758529	X
cg07759587	X
cg07761273	X
cg07761358	X
cg07764473	X
cg07764932	X
cg07767690	X
cg07768177	X
cg07768843	X
cg07769622	X
cg07770093	X
cg07771637	X
cg07772467	X
cg07774424	X
cg07776419	X
cg07779434	X
cg07779826	X
cg07780118	X
cg07780544	X
cg07780887	X
cg07781082	X
cg07792041	X
cg07792400	X
cg07796014	X
cg07799491	X
cg07801607	X
cg07804196	X
cg07806343	X
cg07806797	X
cg07809144	X
cg07809462	X
cg07810091	X
cg07810164	X
cg07811386	X
cg07812390	X
cg07816287	X
cg07818713	X
cg07820420	X
cg07822777	X
cg07823797	X
cg07824128	X
cg07824272	X
cg07824317	X
cg07824412	X
cg07825508	X
cg07826058	X
cg07828380	X
cg07830469	X
cg07834773	X
cg07837161	X
cg07839376	X
cg07842130	X
cg07845764	X
cg07847989	X
cg07858069	X
cg07859138	X
cg07861014	X
cg07861180	X
cg07862274	X
cg07863318	X
cg07864948	X
cg07865294	X
cg07865580	X
cg07867687	X
cg07868857	X
cg07869461	X
cg07870985	X
cg07874284	X
cg07874334	X
cg07874445	X
cg07876586	X
cg07880562	X
cg07881342	X
cg07882687	X
cg07885785	X
cg07887243	X
cg07890967	X
cg07892139	X
cg07892321	X
cg07896193	X
cg07897414	X
cg07898500	X
cg07902213	X
cg07903246	X
cg07903515	X
cg07906564	X
cg07907859	X
cg07908142	X
cg07910525	X
cg07910919	X
cg07911140	X
cg07911663	X
cg07912337	X
cg07912810	X
cg07917796	X
cg07919695	X
cg07924363	X
cg07928156	X
cg07929406	X
cg07929447	X
cg07930217	X
cg07933757	X
cg07933790	X
cg07934503	X
cg07940380	X
cg07940804	X
cg07946392	X
cg07946630	X
cg07951153	X
cg07951921	X
cg07952579	X
cg07954607	X
cg07971493	X
cg07973464	X
cg07975691	X
cg07979856	X
cg07980716	X
cg07980988	X
cg07981033	X
cg07983304	X
cg07983986	X
cg07984302	X
cg07987169	X
cg07989638	X
cg07989867	X
cg07990395	X
cg07994386	X
cg07997942	X
cg07998499	X
cg08021299	X
cg08023692	X
cg08037664	X
cg08046324	X
cg08057040	X
cg08059058	X
cg08059778	X
cg08060890	X
cg08061308	X
cg08062822	X
cg08063601	X
cg08063757	X
cg08065271	X
cg08065501	X
cg08070147	X
cg08071770	X
cg08073365	X
cg08076508	X
cg08076861	X
cg08076987	X
cg08081144	X
cg08085487	X
cg08087512	X
cg08087911	X
cg08089354	X
cg08093211	X
cg08096166	X
cg08097522	X
cg08098127	X
cg08099387	X
cg08100265	X
cg08100618	X
cg08101918	X
cg08103876	X
cg08104711	X
cg08105512	X
cg08108619	X
cg08113756	X
cg08115220	X
cg08117103	X
cg08118032	X
cg08118341	X
cg08119295	X
cg08119631	X
cg08122495	X
cg08126551	X
cg08129292	X
cg08130682	X
cg08136916	X
cg08139636	X
cg08141049	X
cg08141518	X
cg08141744	X
cg08143197	X
cg08143561	X
cg08145178	X
cg08147391	X
cg08150745	X
cg08156775	X
cg08159444	X
cg08167097	X
cg08168768	X
cg08177445	X
cg08195028	X
cg08195522	X
cg08195538	X
cg08196960	X
cg08199506	X
cg08202860	X
cg08207582	X
cg08209483	X
cg08209743	X
cg08209935	X
cg08211022	X
cg08214328	X
cg08214610	X
cg08214957	X
cg08221357	X
cg08222221	X
cg08222309	X
cg08236172	X
cg08238865	X
cg08239458	X
cg08242820	X
cg08248532	X
cg08255147	X
cg08261807	X
cg08261988	X
cg08262933	X
cg08264124	X
cg08264725	X
cg08266027	X
cg08275242	X
cg08275726	X
cg08276328	X
cg08279496	X
cg08279515	X
cg08280623	X
cg08282540	X
cg08282969	X
cg08284207	X
cg08291487	X
cg08291693	X
cg08292505	X
cg08297137	X
cg08298085	X
cg08300622	X
cg08302695	X
cg08304428	X
cg08310277	X
cg08311689	X
cg08313132	X
cg08316488	X
cg08318837	X
cg08322013	X
cg08323957	X
cg08324796	X
cg08327779	X
cg08327960	X
cg08328842	X
cg08329683	X
cg08333400	X
cg08338641	X
cg08340716	X
cg08340885	X
cg08341323	X
cg08341791	X
cg08341987	X
cg08342708	X
cg08343300	X
cg08348649	X
cg08349204	X
cg08351598	X
cg08352336	X
cg08355317	X
cg08357177	X
cg08358587	X
cg08363715	X
cg08366073	X
cg08372291	X
cg08382577	X
cg08384999	X
cg08394018	X
cg08395108	X
cg08395842	X
cg08395966	X
cg08401365	X
cg08405463	X
cg08407553	X
cg08408091	X
cg08408490	X
cg08409066	X
cg08409482	X
cg08414231	X
cg08415785	X
cg08416046	X
cg08417382	X
cg08418115	X
cg08420056	X
cg08421550	X
cg08422514	X
cg08430222	X
cg08434396	X
cg08435532	X
cg08437035	X
cg08437461	X
cg08437835	X
cg08446143	X
cg08446187	X
cg08447449	X
cg08448931	X
cg08456124	X
cg08456555	X
cg08457610	X
cg08458068	X
cg08459670	X
cg08460331	X
cg08461617	X
cg08462017	X
cg08464305	X
cg08464860	X
cg08464958	X
cg08468443	X
cg08470131	X
cg08470157	X
cg08476890	X
cg08476892	X
cg08479532	X
cg08479711	X
cg08480367	X
cg08489324	X
cg08491314	X
cg08491357	X
cg08496601	X
cg08498653	X
cg08510401	X
cg08513688	X
cg08530364	X
cg08539065	X
cg08559914	X
cg08560117	X
cg08573069	X
cg08575950	X
cg08577442	X
cg08578454	X
cg08579577	X
cg08580380	X
cg08582546	X
cg08585558	X
cg08586423	X
cg08587717	X
cg08588626	X
cg08590378	X
cg08591489	X
cg08605656	X
cg08609270	X
cg08609845	X
cg08610278	X
cg08610886	X
cg08611651	X
cg08612317	X
cg08614574	X
cg08615635	X
cg08617337	X
cg08617833	X
cg08620245	X
cg08622041	X
cg08622149	X
cg08623129	X
cg08623691	X
cg08625693	X
cg08626646	X
cg08627233	X
cg08627270	X
cg08627621	X
cg08630881	X
cg08633697	X
cg08634339	X
cg08634657	X
cg08637714	X
cg08637771	X
cg08637905	X
cg08638354	X
cg08641506	X
cg08642787	X
cg08645737	X
cg08648877	X
cg08656747	X
cg08663085	X
cg08664054	X
cg08671330	X
cg08673814	X
cg08674227	X
cg08680085	X
cg08681413	X
cg08683562	X
cg08687731	X
cg08689075	X
cg08689158	X
cg08689445	X
cg08690835	X
cg08691687	X
cg08693325	X
cg08695223	X
cg08697944	X
cg08698436	X
cg08699828	X
cg08700291	X
cg08703114	X
cg08704320	X
cg08704539	X
cg08706312	X
cg08707617	X
cg08710238	X
cg08711530	X
cg08719422	X
cg08722366	X
cg08723064	X
cg08725455	X
cg08728127	X
cg08729658	X
cg08744017	X
cg08750061	X
cg08750326	X
cg08755139	X
cg08757314	X
cg08757574	X
cg08757719	X
cg08758558	X
cg08759036	X
cg08760398	X
cg08761350	X
cg08762253	X
cg08769044	X
cg08769559	X
cg08772684	X
cg08774483	X
cg08777147	X
cg08778681	X
cg08779783	X
cg08782677	X
cg08782688	X
cg08783090	X
cg08783735	X
cg08784874	X
cg08785133	X
cg08786213	X
cg08786860	X
cg08790343	X
cg08791322	X
cg08791697	X
cg08792260	X
cg08796898	X
cg08796997	X
cg08798116	X
cg08800033	X
cg08800499	X
cg08812897	X
cg08812937	X
cg08814148	X
cg08814772	X
cg08815337	X
cg08817424	X
cg08817443	X
cg08818092	X
cg08818224	X
cg08818886	X
cg08819482	X
cg08819601	X
cg08822676	X
cg08823898	X
cg08826497	X
cg08836298	X
cg08841290	X
cg08842373	X
cg08843314	X
cg08846002	X
cg08847773	X
cg08848171	X
cg08848711	X
cg08850124	X
cg08855111	X
cg08859156	X
cg08860608	X
cg08862109	X
cg08867267	X
cg08867430	X
cg08871010	X
cg08871573	X
cg08871618	X
cg08872581	X
cg08873063	X
cg08874821	X
cg08881159	X
cg08881528	X
cg08882363	X
cg08884343	X
cg08902818	X
cg08905118	X
cg08929402	X
cg08937958	X
cg08950703	X
cg08951164	X
cg08952424	X
cg08955276	X
cg08955859	X
cg08959724	X
cg08960045	X
cg08961258	X
cg08963265	X
cg08964402	X
cg08965337	X
cg08966380	X
cg08967108	X
cg08967287	X
cg08969352	X
cg08973369	X
cg08973646	X
cg08975046	X
cg08980509	X
cg08983668	X
cg08990057	X
cg08991015	X
cg08992687	X
cg08994891	X
cg08998531	X
cg08998989	X
cg08999332	X
cg09005457	X
cg09006810	X
cg09012264	X
cg09013091	X
cg09016243	X
cg09016994	X
cg09018040	X
cg09018810	X
cg09024810	X
cg09025943	X
cg09026179	X
cg09031836	X
cg09033783	X
cg09034929	X
cg09035532	X
cg09038347	X
cg09038535	X
cg09039264	X
cg09045008	X
cg09049140	X
cg09049334	X
cg09049751	X
cg09050238	X
cg09054088	X
cg09054333	X
cg09055214	X
cg09055253	X
cg09056691	X
cg09058241	X
cg09060772	X
cg09061583	X
cg09062995	X
cg09063705	X
cg09068301	X
cg09070095	X
cg09070199	X
cg09072865	X
cg09074544	X
cg09075057	X
cg09075063	X
cg09076540	X
cg09076821	X
cg09080960	X
cg09084933	X
cg09086179	X
cg09091181	X
cg09092713	X
cg09094355	X
cg09099391	X
cg09099637	X
cg09100792	X
cg09101623	X
cg09106468	X
cg09107157	X
cg09109599	X
cg09112156	X
cg09119244	X
cg09119688	X
cg09121987	X
cg09122412	X
cg09125286	X
cg09127325	X
cg09132264	X
cg09134165	X
cg09134399	X
cg09137745	X
cg09139762	X
cg09140084	X
cg09141697	X
cg09143059	X
cg09144786	X
cg09146129	X
cg09146364	X
cg09148853	X
cg09158774	X
cg09159751	X
cg09159923	X
cg09163457	X
cg09167861	X
cg09168980	X
cg09173743	X
cg09176853	X
cg09177473	X
cg09182733	X
cg09185350	X
cg09186478	X
cg09192059	X
cg09192294	X
cg09192327	X
cg09195491	X
cg09196081	X
cg09197234	X
cg09199027	X
cg09202373	X
cg09207137	X
cg09208571	X
cg09209584	X
cg09210088	X
cg09210933	X
cg09213780	X
cg09226411	X
cg09227616	X
cg09229960	X
cg09231482	X
cg09234578	X
cg09238868	X
cg09250703	X
cg09252204	X
cg09253663	X
cg09261015	X
cg09271603	X
cg09275137	X
cg09277772	X
cg09278708	X
cg09284266	X
cg09284509	X
cg09285672	X
cg09286880	X
cg09287459	X
cg09293286	X
cg09293857	X
cg09294666	X
cg09300343	X
cg09300348	X
cg09302010	X
cg09307104	X
cg09307237	X
cg09309899	X
cg09310980	X
cg09319393	X
cg09324116	X
cg09326448	X
cg09329826	X
cg09331780	X
cg09332981	X
cg09335829	X
cg09336260	X
cg09340741	X
cg09342610	X
cg09342877	X
cg09344532	X
cg09347151	X
cg09354738	X
cg09354838	X
cg09357232	X
cg09361477	X
cg09364317	X
cg09368035	X
cg09368074	X
cg09370051	X
cg09370183	X
cg09385630	X
cg09406238	X
cg09407507	X
cg09407693	X
cg09407917	X
cg09411587	X
cg09413198	X
cg09418035	X
cg09418475	X
cg09418568	X
cg09418623	X
cg09421361	X
cg09424271	X
cg09425262	X
cg09433669	X
cg09434493	X
cg09438085	X
cg09440563	X
cg09443073	X
cg09443457	X
cg09445383	X
cg09448062	X
cg09455225	X
cg09475041	X
cg09479579	X
cg09483847	X
cg09484077	X
cg09500531	X
cg09510036	X
cg09513996	X
cg09514431	X
cg09515442	X
cg09517019	X
cg09520212	X
cg09520583	X
cg09521623	X
cg09523186	X
cg09523866	X
cg09524087	X
cg09525227	X
cg09526164	X
cg09536390	X
cg09536652	X
cg09541777	X
cg09551204	X
cg09553014	X
cg09554224	X
cg09559792	X
cg09562455	X
cg09569581	X
cg09581098	X
cg09597400	X
cg09598844	X
cg09599027	X
cg09606452	X
cg09608545	X
cg09610569	X
cg09610589	X
cg09614279	X
cg09614506	X
cg09614750	X
cg09614762	X
cg09619693	X
cg09622432	X
cg09624684	X
cg09625066	X
cg09626131	X
cg09628099	X
cg09641151	X
cg09655497	X
cg09655938	X
cg09655957	X
cg09656426	X
cg09659817	X
cg09661041	X
cg09662069	X
cg09662907	X
cg09665351	X
cg09665904	X
cg09666011	X
cg09666541	X
cg09673206	X
cg09673331	X
cg09676788	X
cg09679059	X
cg09687634	X
cg09687738	X
cg09703824	X
cg09719466	X
cg09720420	X
cg09720515	X
cg09721174	X
cg09721969	X
cg09724624	X
cg09725213	X
cg09725439	X
cg09728400	X
cg09731029	X
cg09734952	X
cg09735782	X
cg09738064	X
cg09738386	X
cg09740875	X
cg09743261	X
cg09743287	X
cg09760728	X
cg09761247	X
cg09761980	X
cg09764075	X
cg09764601	X
cg09764658	X
cg09768249	X
cg09768654	X
cg09773769	X
cg09773839	X
cg09778422	X
cg09781635	X
cg09781791	X
cg09786233	X
cg09788161	X
cg09789426	X
cg09789474	X
cg09790289	X
cg09791535	X
cg09792758	X
cg09793609	X
cg09793827	X
cg09794102	X
cg09795422	X
cg09796544	X
cg09796695	X
cg09797516	X
cg09799350	X
cg09800105	X
cg09801859	X
cg09803537	X
cg09809869	X
cg09810818	X
cg09810925	X
cg09813276	X
cg09815545	X
cg09815793	X
cg09817171	X
cg09819081	X
cg09820479	X
cg09821007	X
cg09823452	X
cg09824104	X
cg09826544	X
cg09834142	X
cg09835024	X
cg09841635	X
cg09849772	X
cg09850561	X
cg09863225	X
cg09867302	X
cg09868337	X
cg09875833	X
cg09877299	X
cg09889532	X
cg09890269	X
cg09891468	X
cg09892236	X
cg09893016	X
cg09895223	X
cg09895626	X
cg09902786	X
cg09909221	X
cg09909750	X
cg09912589	X
cg09912841	X
cg09920632	X
cg09923855	X
cg09929941	X
cg09935073	X
cg09946139	X
cg09950034	X
cg09953687	X
cg09953945	X
cg09953988	X
cg09963125	X
cg09965404	X
cg09966745	X
cg09968133	X
cg09971892	X
cg09972607	X
cg09974287	X
cg09975171	X
cg09978401	X
cg09979033	X
cg09981999	X
cg09985072	X
cg09989237	X
cg09990556	X
cg09990582	X
cg09991056	X
cg09996779	X
cg09998101	X
cg09998474	X
cg09998941	X
cg10001778	X
cg10001949	X
cg10008347	X
cg10009003	X
cg10009830	X
cg10013491	X
cg10014219	X
cg10016783	X
cg10018458	X
cg10021693	X
cg10026671	X
cg10028049	X
cg10030436	X
cg10039267	X
cg10043804	X
cg10043957	X
cg10044516	X
cg10047502	X
cg10052922	X
cg10055097	X
cg10055173	X
cg10055320	X
cg10058095	X
cg10058598	X
cg10060499	X
cg10061736	X
cg10062550	X
cg10063227	X
cg10064814	X
cg10066681	X
cg10066684	X
cg10070668	X
cg10070728	X
cg10070741	X
cg10071036	X
cg10072162	X
cg10072574	X
cg10073470	X
cg10076009	X
cg10078687	X
cg10079981	X
cg10080474	X
cg10082114	X
cg10084932	X
cg10088365	X
cg10088372	X
cg10089642	X
cg10090585	X
cg10091155	X
cg10094509	X
cg10096796	X
cg10098570	X
cg10101479	X
cg10102167	X
cg10103387	X
cg10104771	X
cg10105723	X
cg10105844	X
cg10127415	X
cg10127939	X
cg10142252	X
cg10143752	X
cg10149978	X
cg10149996	X
cg10153260	X
cg10155200	X
cg10155960	X
cg10159238	X
cg10162698	X
cg10163050	X
cg10164191	X
cg10165710	X
cg10169869	X
cg10170893	X
cg10172210	X
cg10174816	X
cg10188659	X
cg10191387	X
cg10191725	X
cg10194937	X
cg10196665	X
cg10197734	X
cg10199730	X
cg10201390	X
cg10207070	X
cg10207530	X
cg10208578	X
cg10208654	X
cg10210150	X
cg10212199	X
cg10228006	X
cg10237576	X
cg10246296	X
cg10256662	X
cg10258730	X
cg10259191	X
cg10261003	X
cg10261228	X
cg10261457	X
cg10262485	X
cg10265387	X
cg10273152	X
cg10273882	X
cg10274815	X
cg10275056	X
cg10276171	X
cg10276549	X
cg10277365	X
cg10281055	X
cg10286673	X
cg10286829	X
cg10288106	X
cg10288121	X
cg10288278	X
cg10290730	X
cg10291990	X
cg10293293	X
cg10293967	X
cg10296914	X
cg10297211	X
cg10300301	X
cg10301657	X
cg10305805	X
cg10305945	X
cg10306780	X
cg10308137	X
cg10310824	X
cg10315562	X
cg10318351	X
cg10320061	X
cg10320265	X
cg10321196	X
cg10321766	X
cg10321928	X
cg10339201	X
cg10346077	X
cg10347293	X
cg10347326	X
cg10349665	X
cg10349721	X
cg10350008	X
cg10356429	X
cg10361547	X
cg10375870	X
cg10401803	X
cg10403109	X
cg10407245	X
cg10408673	X
cg10413105	X
cg10416225	X
cg10417559	X
cg10418630	X
cg10420746	X
cg10421300	X
cg10421691	X
cg10423328	X
cg10425032	X
cg10426500	X
cg10428230	X
cg10430126	X
cg10432310	X
cg10436191	X
cg10440516	X
cg10443532	X
cg10444261	X
cg10446009	X
cg10448608	X
cg10451760	X
cg10455133	X
cg10460864	X
cg10461324	X
cg10462174	X
cg10465607	X
cg10466938	X
cg10468737	X
cg10473383	X
cg10474871	X
cg10475690	X
cg10476451	X
cg10476980	X
cg10477471	X
cg10479459	X
cg10479992	X
cg10482495	X
cg10489414	X
cg10494806	X
cg10500026	X
cg10501443	X
cg10502655	X
cg10503697	X
cg10509982	X
cg10510586	X
cg10511972	X
cg10512285	X
cg10513418	X
cg10514510	X
cg10519228	X
cg10521948	X
cg10526888	X
cg10530128	X
cg10530171	X
cg10530733	X
cg10531088	X
cg10535814	X
cg10536534	X
cg10537079	X
cg10538243	X
cg10541169	X
cg10542519	X
cg10543257	X
cg10549497	X
cg10549828	X
cg10551631	X
cg10552586	X
cg10555205	X
cg10559220	X
cg10559351	X
cg10560144	X
cg10571993	X
cg10572354	X
cg10573235	X
cg10574944	X
cg10575170	X
cg10575236	X
cg10576274	X
cg10576817	X
cg10579193	X
cg10581449	X
cg10582833	X
cg10584819	X
cg10587583	X
cg10587888	X
cg10587989	X
cg10591659	X
cg10593416	X
cg10602162	X
cg10607675	X
cg10622102	X
cg10622126	X
cg10626623	X
cg10627583	X
cg10634358	X
cg10640004	X
cg10645377	X
cg10645578	X
cg10646076	X
cg10646080	X
cg10647025	X
cg10649042	X
cg10649458	X
cg10655551	X
cg10659052	X
cg10670396	X
cg10673213	X
cg10674511	X
cg10674704	X
cg10694252	X
cg10700483	X
cg10701490	X
cg10703213	X
cg10706039	X
cg10706590	X
cg10709704	X
cg10709771	X
cg10710494	X
cg10712678	X
cg10717149	X
cg10717754	X
cg10718795	X
cg10721440	X
cg10721855	X
cg10723245	X
cg10723556	X
cg10729169	X
cg10729706	X
cg10733677	X
cg10734526	X
cg10739728	X
cg10743239	X
cg10767295	X
cg10773531	X
cg10774723	X
cg10775576	X
cg10776372	X
cg10779454	X
cg10783042	X
cg10786329	X
cg10786986	X
cg10789170	X
cg10794473	X
cg10796603	X
cg10796634	X
cg10800483	X
cg10801213	X
cg10811052	X
cg10818284	X
cg10839723	X
cg10840597	X
cg10841064	X
cg10841338	X
cg10846614	X
cg10848980	X
cg10851587	X
cg10856819	X
cg10857345	X
cg10857887	X
cg10858077	X
cg10858432	X
cg10860270	X
cg10860521	X
cg10860619	X
cg10861033	X
cg10861555	X
cg10864286	X
cg10867226	X
cg10868293	X
cg10869159	X
cg10869271	X
cg10869581	X
cg10871000	X
cg10871046	X
cg10871818	X
cg10873964	X
cg10874556	X
cg10894453	X
cg10899660	X
cg10900417	X
cg10901099	X
cg10902968	X
cg10906138	X
cg10906663	X
cg10907112	X
cg10910730	X
cg10912974	X
cg10913227	X
cg10913852	X
cg10914789	X
cg10916556	X
cg10926623	X
cg10941721	X
cg10950266	X
cg10950297	X
cg10950413	X
cg10956264	X
cg10970028	X
cg10978544	X
cg10978884	X
cg10981178	X
cg10982861	X
cg10982935	X
cg10983111	X
cg10984692	X
cg10985228	X
cg10985943	X
cg10986455	X
cg10987536	X
cg10990357	X
cg10991108	X
cg10991514	X
cg10994247	X
cg10994343	X
cg10995081	X
cg10996370	X
cg10997274	X
cg10999701	X
cg11001470	X
cg11005845	X
cg11009400	X
cg11014998	X
cg11016745	X
cg11019134	X
cg11019890	X
cg11021247	X
cg11022804	X
cg11023469	X
cg11024449	X
cg11024551	X
cg11025235	X
cg11028627	X
cg11031201	X
cg11031647	X
cg11033833	X
cg11036290	X
cg11036643	X
cg11038686	X
cg11039211	X
cg11049154	X
cg11049305	X
cg11049634	X
cg11049750	X
cg11049774	X
cg11072201	X
cg11073407	X
cg11075227	X
cg11079517	X
cg11080085	X
cg11081453	X
cg11081809	X
cg11081925	X
cg11082424	X
cg11082630	X
cg11085564	X
cg11098548	X
cg11100136	X
cg11102619	X
cg11104440	X
cg11105907	X
cg11107468	X
cg11108456	X
cg11110686	X
cg11111083	X
cg11111131	X
cg11111271	X
cg11113650	X
cg11115577	X
cg11116781	X
cg11117255	X
cg11118624	X
cg11132751	X
cg11138004	X
cg11139821	X
cg11143827	X
cg11146367	X
cg11149390	X
cg11152253	X
cg11152528	X
cg11153610	X
cg11153808	X
cg11154719	X
cg11157838	X
cg11158236	X
cg11164993	X
cg11165443	X
cg11165479	X
cg11166197	X
cg11170680	X
cg11172930	X
cg11179629	X
cg11179997	X
cg11184697	X
cg11184796	X
cg11185978	X
cg11186522	X
cg11186637	X
cg11186981	X
cg11188837	X
cg11189761	X
cg11190082	X
cg11190637	X
cg11193681	X
cg11194545	X
cg11233153	X
cg11235848	X
cg11236244	X
cg11236246	X
cg11238952	X
cg11244095	X
cg11251991	X
cg11253356	X
cg11254749	X
cg11261560	X
cg11262744	X
cg11264711	X
cg11266667	X
cg11266940	X
cg11267496	X
cg11267664	X
cg11267692	X
cg11269793	X
cg11271203	X
cg11271681	X
cg11272332	X
cg11275015	X
cg11276914	X
cg11277105	X
cg11280668	X
cg11281291	X
cg11281673	X
cg11286196	X
cg11286294	X
cg11290168	X
cg11290635	X
cg11291009	X
cg11291200	X
cg11293764	X
cg11296715	X
cg11304846	X
cg11306781	X
cg11307246	X
cg11307741	X
cg11308037	X
cg11311049	X
cg11315455	X
cg11315492	X
cg11318129	X
cg11320369	X
cg11320810	X
cg11321432	X
cg11321526	X
cg11322406	X
cg11322877	X
cg11325578	X
cg11327391	X
cg11329209	X
cg11330362	X
cg11331191	X
cg11331769	X
cg11332786	X
cg11333230	X
cg11336696	X
cg11337025	X
cg11337462	X
cg11340371	X
cg11340834	X
cg11344644	X
cg11353032	X
cg11369993	X
cg11371160	X
cg11390763	X
cg11390960	X
cg11391216	X
cg11395386	X
cg11395955	X
cg11407717	X
cg11409998	X
cg11412673	X
cg11416605	X
cg11418237	X
cg11424273	X
cg11425349	X
cg11426662	X
cg11428427	X
cg11434986	X
cg11441847	X
cg11442732	X
cg11449070	X
cg11450947	X
cg11452781	X
cg11453483	X
cg11454836	X
cg11458217	X
cg11458555	X
cg11459927	X
cg11460496	X
cg11466638	X
cg11468748	X
cg11469866	X
cg11471507	X
cg11472201	X
cg11472424	X
cg11475300	X
cg11475880	X
cg11479591	X
cg11482392	X
cg11494656	X
cg11498602	X
cg11501003	X
cg11502922	X
cg11503671	X
cg11506821	X
cg11509733	X
cg11509903	X
cg11516614	X
cg11516680	X
cg11520843	X
cg11530701	X
cg11531236	X
cg11534974	X
cg11538407	X
cg11544970	X
cg11546632	X
cg11548243	X
cg11550332	X
cg11550356	X
cg11550436	X
cg11552293	X
cg11555315	X
cg11565248	X
cg11565980	X
cg11590714	X
cg11593123	X
cg11593337	X
cg11594566	X
cg11594622	X
cg11595135	X
cg11598929	X
cg11609126	X
cg11609760	X
cg11613735	X
cg11614809	X
cg11615895	X
cg11616384	X
cg11616438	X
cg11618093	X
cg11620557	X
cg11629919	X
cg11631710	X
cg11633007	X
cg11633086	X
cg11635541	X
cg11637006	X
cg11638117	X
cg11640333	X
cg11640565	X
cg11640914	X
cg11641061	X
cg11645133	X
cg11647489	X
cg11648471	X
cg11648996	X
cg11649713	X
cg11650039	X
cg11650160	X
cg11653314	X
cg11653864	X
cg11654517	X
cg11654838	X
cg11655867	X
cg11656852	X
cg11657258	X
cg11658867	X
cg11661234	X
cg11662345	X
cg11663393	X
cg11663421	X
cg11664825	X
cg11667509	X
cg11670235	X
cg11673013	X
cg11673471	X
cg11674735	X
cg11675245	X
cg11675904	X
cg11678767	X
cg11681617	X
cg11696431	X
cg11696466	X
cg11696874	X
cg11703139	X
cg11703777	X
cg11704309	X
cg11704790	X
cg11704979	X
cg11706213	X
cg11707352	X
cg11707753	X
cg11708328	X
cg11708870	X
cg11712793	X
cg11714014	X
cg11717280	X
cg11717930	X
cg11718092	X
cg11719509	X
cg11720010	X
cg11720142	X
cg11720358	X
cg11720861	X
cg11721100	X
cg11721498	X
cg11723766	X
cg11727174	X
cg11764747	X
cg11771863	X
cg11778030	X
cg11779941	X
cg11799529	X
cg11802925	X
cg11805814	X
cg11806565	X
cg11810837	X
cg11816360	X
cg11822772	X
cg11824101	X
cg11824111	X
cg11825731	X
cg11825763	X
cg11825821	X
cg11828775	X
cg11834066	X
cg11834527	X
cg11837390	X
cg11839979	X
cg11844737	X
cg11849673	X
cg11851349	X
cg11852358	X
cg11854877	X
cg11857742	X
cg11858468	X
cg11859478	X
cg11859529	X
cg11860160	X
cg11861581	X
cg11861845	X
cg11863130	X
cg11863519	X
cg11864566	X
cg11864871	X
cg11865600	X
cg11865900	X
cg11867195	X
cg11868078	X
cg11868755	X
cg11869614	X
cg11870452	X
cg11871337	X
cg11871549	X
cg11871628	X
cg11875624	X
cg11887015	X
cg11895950	X
cg11896316	X
cg11897377	X
cg11898317	X
cg11898425	X
cg11898648	X
cg11901680	X
cg11902811	X
cg11906997	X
cg11913917	X
cg11917780	X
cg11918562	X
cg11923207	X
cg11923788	X
cg11924796	X
cg11926150	X
cg11932249	X
cg11941526	X
cg11941773	X
cg11944101	X
cg11957438	X
cg11964613	X
cg12005601	X
cg12017815	X
cg12021535	X
cg12025642	X
cg12026625	X
cg12030231	X
cg12030638	X
cg12030973	X
cg12031078	X
cg12032246	X
cg12033483	X
cg12035596	X
cg12038981	X
cg12039689	X
cg12039967	X
cg12041308	X
cg12041934	X
cg12044418	X
cg12045126	X
cg12047536	X
