PROBE,%
cg06493806,12
cg05453001,12
cg24496800,12
cg20218571,12
cg15975960,12
cg07851262,12
cg18457110,12
cg07379204,12
cg22853855,12
cg03632120,12
cg25298544,12
cg08869066,12
cg27521160,12
cg21576503,12
cg10613426,12
cg05376954,12
cg20091795,12
cg15816012,12
cg24865007,12
cg03305181,12
cg18939609,12
cg23464504,12
cg06935106,12
cg10328548,12
cg02299584,12
cg01334504,12
cg03636163,12
cg21854924,12
cg24740515,13
cg10057168,13
cg18886157,13
cg10537555,13
cg18150469,13
cg16675581,13
cg17183232,13
cg17753661,13
cg22402398,13
cg16701840,13
cg17821453,13
cg08911690,13
cg07212563,13
cg24928141,13
cg20246339,13
cg15120247,13
cg00666641,13
cg11953003,13
cg20987072,13
cg20568423,13
cg20991152,13
cg17488939,13
cg03649293,13
cg24876644,13
cg27183311,13
cg19408449,13
cg10630893,13
cg17090593,13
cg02887598,13
cg07159094,13
cg19268119,13
cg23254650,13
cg04011368,13
cg02716490,13
cg12928933,13
cg13738155,13
cg01679626,13
cg17919763,13
cg15859350,13
cg24825334,13
cg22288011,13
cg02122981,13
cg18651666,13
cg03916038,13
cg07474910,13
cg17785041,13
cg21330088,13
cg00320354,13
cg07870920,13
cg11587069,13
cg02199887,13
cg05865866,13
cg07859360,13
cg05553515,13
cg10981942,13
cg08324400,13
cg09532664,13
cg09578605,13
cg08926967,13
cg00340919,13
cg23296792,13
cg00582897,13
cg14388237,13
cg15974530,13
cg25184502,13
cg24185649,13
cg22561794,13
cg18182981,13
cg01393340,13
cg15803065,13
cg23318893,13
cg27292220,13
cg06591447,13
cg22451923,13
cg24911364,13
cg26805579,13
cg25372449,13
cg02672146,13
cg14353184,13
cg23214071,13
cg08202678,13
cg07650681,13
cg06440160,13
cg08173660,13
cg16629469,13
cg21635413,13
cg21796170,13
cg07206001,13
cg13775524,13
cg19877741,13
cg10146442,13
cg11519708,13
cg25940417,13
cg10070328,13
cg13589109,13
cg18034259,13
cg08850310,13
cg08823908,13
cg00668619,13
cg10421595,13
cg10978526,13
cg19857140,13
cg04817271,13
cg08360009,13
cg02924372,13
cg05790828,13
cg24305127,13
cg01597400,13
cg09714852,13
cg04688788,13
cg22810163,13
cg00178785,13
cg02106072,13
cg02885527,13
cg00702561,13
cg13966005,13
cg13871921,13
cg13478757,13
cg19726711,13
cg18372739,13
cg22660341,13
cg13953972,13
cg11476878,13
cg26526047,13
cg03962558,13
cg22645355,13
cg06067955,13
cg00244894,13
cg18847054,13
cg11667387,13
cg18001722,13
cg19360212,13
cg24233293,13
cg07513392,13
cg23098789,13
cg16705827,13
cg10261952,13
cg10321395,13
cg08920458,13
cg09795688,13
cg04761751,13
cg14167033,13
cg04297660,13
cg04913851,13
cg11936536,13
cg11005027,13
cg21442528,13
cg14470729,13
cg17742903,13
cg23180171,13
cg19353052,13
cg09339156,13
cg17075502,13
cg02860696,13
cg03220912,13
cg01146324,13
cg12597614,13
cg23418075,13
cg01843148,13
cg05867412,13
cg05008296,13
cg20022541,13
cg06945697,13
cg13773305,13
cg10252344,13
cg19182919,13
cg23057170,13
cg26556336,13
cg26905931,13
cg26906367,13
cg03859614,13
cg02193806,13
cg16803232,13
cg09458497,13
cg10428917,13
cg27360527,13
cg01518755,13
cg20972466,13
cg17840849,13
cg14885973,13
cg07760800,13
cg00095677,13
cg11087016,13
cg12066260,13
cg02794984,13
cg23762722,13
cg09015880,13
cg19862839,13
cg00640120,13
cg04029134,13
cg10194602,13
cg14945456,13
cg01847062,13
cg27200257,13
cg20898922,13
cg01372533,13
cg19463169,13
cg15076869,13
cg25355137,13
cg21616683,13
cg25958450,13
cg14661431,13
cg16569309,13
cg07879942,13
cg12280326,13
cg24167747,13
cg01137326,13
cg12062639,13
cg02693125,13
cg15697201,13
cg19223824,13
cg19529074,13
cg03054831,13
cg02334195,13
cg26159922,13
cg02811434,13
cg01234299,13
cg00192046,13
cg11666534,13
cg12363840,13
cg03897406,13
cg00695324,13
cg25544075,14
cg13167158,14
cg27264322,14
cg00500626,14
cg11344572,14
cg10989683,14
cg07804111,14
cg07592090,14
cg04486839,14
cg21441507,14
cg24117504,14
cg04083966,14
cg20741040,14
cg03224005,14
cg05345152,14
cg16434764,14
cg13226861,14
cg14883135,14
cg02544394,14
cg20208879,14
cg14183136,14
cg00525834,14
cg02657384,14
cg26429017,14
cg18663897,14
cg04003990,14
cg07465754,14
cg06870118,14
cg17658874,14
cg18592447,14
cg21111523,14
cg06291698,14
cg13284789,14
cg00205813,14
cg11014960,14
cg15210622,14
cg06849123,14
cg03181314,14
cg26953326,14
cg24218681,14
cg05235084,14
cg12370606,14
cg01011403,14
cg08767460,14
cg24083631,14
cg26184765,14
cg08715877,14
cg04407141,14
cg15733632,14
cg22925103,14
cg05693864,14
cg05693864,14
cg17947175,14
cg00525874,14
cg22461201,14
cg24813562,14
cg07007062,14
cg04375237,14
cg23342323,14
cg18775566,14
cg05195318,14
cg07021532,14
cg07021532,14
cg09140029,14
cg21297366,14
cg23069046,14
cg21339923,14
cg09535358,14
cg04080091,14
cg25513108,14
cg03403996,14
cg04390683,14
cg12321669,14
cg05338672,14
cg17165028,14
cg21279459,14
cg00381684,14
cg03493087,14
cg00540941,14
cg01991743,14
cg13122498,14
cg03874231,14
cg19475903,14
cg07525313,14
cg11927033,14
cg21172454,14
cg23738564,14
cg03807873,14
cg02997295,14
cg22902288,14
cg19453472,14
cg00348551,14
cg24100357,14
cg25744355,14
cg17593934,14
cg06112204,14
cg12738248,14
cg18883682,14
cg24672401,14
cg12659570,14
cg07951417,14
cg24301139,14
cg12996161,14
cg27273227,14
cg15542968,14
cg05917273,14
cg13979581,14
cg09463041,14
cg01639775,14
cg00415389,14
cg06078612,14
cg17626671,14
cg17425069,14
cg22062231,14
cg16155807,14
cg25336902,14
cg15276477,14
cg08598324,14
cg15717617,14
cg17975000,14
cg08542066,14
cg12744694,14
cg15900868,14
cg00569101,14
cg22431861,14
cg12723292,14
cg04639241,14
cg04459447,14
cg21498375,14
cg25325005,14
cg13889369,14
cg21243064,14
cg04628741,14
cg15695323,14
cg19921651,14
cg16991316,14
cg05601623,14
cg10838001,14
cg07941628,14
cg10954330,14
cg13655986,14
cg16645815,14
cg25120459,14
cg06025036,14
cg06258939,14
cg22068589,14
cg11076663,14
cg12186981,14
cg23123361,14
cg15677681,14
cg08973839,14
cg13316407,14
cg01434349,14
cg04671971,14
cg17187785,14
cg07239629,14
cg01347553,14
cg12510108,14
cg01310258,14
cg11507597,14
cg02377704,14
cg15877883,14
cg07213698,14
cg12764003,14
cg10363118,14
cg10948698,14
cg23667563,14
cg24265722,14
cg07374109,14
cg11413762,14
cg05508793,14
cg14414464,14
cg13229487,14
cg26947543,14
cg12917253,14
cg00957580,14
cg16197772,14
cg10040594,14
cg05097165,14
cg05865327,14
cg22835630,14
cg02449670,14
cg14549295,14
cg06728824,14
cg17300451,14
cg26722972,14
cg03859614,14
cg02887697,14
cg08151879,14
cg09963080,14
cg07152869,14
cg02389264,14
cg27639575,14
cg20215438,14
cg07597269,14
cg03707403,14
cg05138546,14
cg09592546,14
cg26932839,14
cg11620135,14
cg16061099,14
cg00266920,14
cg11768182,14
cg20248140,14
cg06374430,14
cg24401199,14
cg12567418,14
cg14110168,14
cg24765820,14
cg14698238,14
cg22781764,14
cg27487121,14
cg23081438,14
cg22866218,14
cg14086691,14
cg09259062,14
cg05270535,14
cg00681003,14
cg18819889,14
cg24450112,14
cg01784345,14
cg16974699,14
cg18455772,14
cg08759036,14
cg17453416,15
cg12426776,15
cg24003955,15
cg19706817,15
cg25408960,15
cg07136920,15
cg26810966,15
cg18886071,15
cg04735660,15
cg25276223,15
cg06545166,15
cg08132288,15
cg20416769,15
cg26362491,15
cg16519574,15
cg26881691,15
cg26008260,15
cg01762315,15
cg09393382,15
cg04940582,15
cg03075631,15
cg17331757,15
cg03312117,15
cg21624311,15
cg18757828,15
cg25906976,15
cg09072756,15
cg08571639,15
cg04862290,15
cg08202402,15
cg11946618,15
cg17240976,15
cg03432589,15
cg07478795,15
cg19010777,15
cg27272246,15
cg02235871,15
cg01297486,15
cg03494612,15
cg01692354,15
cg02324806,15
cg19996396,15
cg09639108,15
cg04947385,15
cg16570885,15
cg01461235,15
cg16156113,15
cg20546215,15
cg15877769,15
cg21752583,15
cg21718380,15
cg19726599,15
cg19726599,15
cg16968522,15
cg04885343,15
cg25779349,15
cg07189582,15
cg20361960,15
cg10815671,15
cg16373817,15
cg11459852,15
cg02634187,15
cg19632603,15
cg00722631,15
cg06618134,15
cg16596924,15
cg09146088,15
cg14872828,15
cg01387905,15
cg21492127,15
cg06624143,15
cg05554718,15
cg23892028,15
cg12762763,15
cg01388630,15
cg02184540,15
cg26556020,15
cg11138837,15
cg01035869,15
cg26333342,15
cg03392100,15
cg04493778,15
cg24018948,15
cg09566533,15
cg09972836,15
cg03672203,15
cg12012581,15
cg12042135,15
cg04453501,15
cg01429333,15
cg03723481,15
cg01269212,15
cg01677879,15
cg15858165,15
cg17717697,15
cg20796544,15
cg00977161,15
cg18616228,15
cg21642050,15
cg00731185,15
cg06779232,15
cg02623234,15
cg14042923,15
cg25325592,15
cg18626958,15
cg05247305,15
cg27596172,15
cg20791291,15
cg09573895,15
cg01033205,15
cg26529963,15
cg13724111,15
cg14019746,15
cg00193947,15
cg21216562,15
cg12128445,15
cg24084927,15
cg10650398,15
cg12128330,15
cg04843821,15
cg04813004,15
cg06631358,15
cg18887562,15
cg11540707,15
cg19412031,15
cg14609104,15
cg11477175,15
cg16255663,15
cg13729510,15
cg14270494,15
cg00668212,15
cg06070563,15
cg11543126,15
cg25173341,15
cg05431942,15
cg26273072,15
cg19755007,15
cg24815505,15
cg25169180,15
cg08206665,15
cg14347177,15
cg06640773,15
cg02622846,15
cg10779718,15
cg04452906,15
cg22744587,15
cg08912652,15
cg17711915,15
cg12161182,15
cg20095669,15
cg16260113,15
cg23914255,15
cg00459509,15
cg15270561,15
cg17880118,15
cg02333237,15
cg24704332,15
cg01943931,15
cg21903981,15
cg10744079,15
cg22571564,15
cg01999885,15
cg14918338,15
cg04305374,15
cg13935206,15
cg15580989,15
cg08430277,15
cg07731336,15
cg03087807,15
cg23439743,15
cg01019654,15
cg04390096,15
cg03804206,15
cg01818076,15
cg00586531,15
cg04368836,15
cg22309983,15
cg26848300,15
cg01053894,15
cg04878159,15
cg01248855,15
cg24539380,15
cg00715772,15
cg17799599,15
cg10996732,15
cg08128486,15
cg26603910,15
cg20238412,15
cg06767136,15
cg21367586,15
cg12255338,15
cg21676617,15
cg11263257,15
cg20610594,15
cg16255914,15
cg19405624,15
cg07526977,15
cg15758403,15
cg16604528,15
cg00607912,15
cg05014660,15
cg19119594,15
cg05752356,15
cg26772784,15
cg01573782,15
cg04852271,15
cg13204758,16
cg12622653,16
cg01665243,16
cg16171958,16
cg14613402,16
cg11733135,16
cg10812889,16
cg00862398,16
cg17161180,16
cg19317807,16
cg05598488,16
cg01021334,16
cg05299459,16
cg22393657,16
cg15933457,16
cg09119656,16
cg00980980,16
cg07646083,16
cg02444957,16
cg24594633,16
cg10325211,16
cg10280308,16
cg17166067,16
cg08338478,16
cg05092371,16
cg18121901,16
cg13696171,16
cg00684178,16
cg00040530,16
cg15840554,16
cg25826698,16
cg06690085,16
cg02704485,16
cg02734482,16
cg12823953,16
cg03466093,16
cg07592388,16
cg22230662,16
cg04758034,16
cg08395784,16
cg03698374,16
cg21177063,16
cg19601530,16
cg21524061,16
cg07647405,16
cg08891829,16
cg02886205,16
cg09413645,16
cg26513743,16
cg08473240,16
cg11400068,16
cg26371554,16
cg10931884,16
cg11264997,16
cg21227060,16
cg03898463,16
cg18797872,16
cg00189276,16
cg18106971,16
cg10018004,16
cg18349863,16
cg13828097,16
cg14862445,16
cg11334097,16
cg04970287,16
cg03036047,16
cg06204447,16
cg26758386,16
cg24926253,16
cg26576978,16
cg11074353,16
cg06330797,16
cg15831664,16
cg13284238,16
cg07743548,16
cg24208588,16
cg07304760,16
cg27045724,16
cg02637105,16
cg03150622,16
cg20549290,16
cg01130157,16
cg20601736,16
cg17302580,16
cg12293347,16
cg00716704,16
cg07973298,16
cg23485807,16
cg00062119,16
cg26920673,16
cg19661940,16
cg09422696,16
cg04637727,16
cg12421087,16
cg16700640,16
cg11218432,16
cg20374173,16
cg19848641,16
cg22710156,16
cg01445578,16
cg13732893,16
cg24877964,16
cg07051373,16
cg03958058,16
cg01122627,16
cg27654611,16
cg07588018,16
cg15827388,16
cg26853071,16
cg01192554,16
cg06880438,16
cg06697407,16
cg20503652,16
cg16260113,16
cg16260113,16
cg12219963,16
cg13709682,16
cg05990366,16
cg08729908,16
cg12122741,16
cg27527626,16
cg25928396,16
cg02628858,16
cg11842073,16
cg18586262,16
cg13342370,16
cg20247853,16
cg27305029,16
cg12870217,16
cg00062367,16
cg16529007,16
cg20018660,16
cg07500806,16
cg04173211,16
cg09215282,16
cg10051493,16
cg01241624,16
cg04412904,16
cg26477117,16
cg10443421,16
cg03444934,16
cg14012014,16
cg12256311,16
cg18085990,16
cg24087438,16
cg11802299,16
cg03355239,16
cg26583088,16
cg23643375,16
cg11788233,16
cg03830006,16
cg13098428,16
cg11115976,16
cg20458223,16
cg00261875,16
cg21516353,16
cg08057896,16
cg23323926,16
cg08498272,16
cg18628853,16
cg17971895,16
cg22181382,16
cg04599643,16
cg03693561,16
cg24476939,16
cg14581475,16
cg01134185,16
cg16628066,16
cg11401796,16
cg01027031,16
cg02923302,16
cg26523649,16
cg02019805,16
cg24345856,17
cg15126211,17
cg12814070,17
cg26191661,17
cg23260966,17
cg03040423,17
cg07320895,17
cg13548081,17
cg05355055,17
cg08645879,17
cg22018565,17
cg12097117,17
cg13184225,17
cg19643314,17
cg18801505,17
cg25839807,17
cg13215593,17
cg15730644,17
cg09167828,17
cg17248267,17
cg02598623,17
cg03420881,17
cg01397495,17
cg16650308,17
cg19180624,17
cg02338947,17
cg27628891,17
cg16361249,17
cg20187719,17
cg01412404,17
cg20730966,17
cg10353683,17
cg08146865,17
cg17869311,17
cg05970080,17
cg19119945,17
cg21139795,17
cg05531409,17
cg18309183,17
cg20497667,17
cg22511951,17
cg15716623,17
cg23231631,17
cg04584183,17
cg06306564,17
cg04331561,17
cg09478603,17
cg07664579,17
cg08772796,17
cg16264886,17
cg14799277,17
cg11772086,17
cg18313902,17
cg18758796,17
cg11086883,17
cg23303505,17
cg02795870,17
cg13142750,17
cg18584440,17
cg15654485,17
cg18097763,17
cg08578320,17
cg06255955,17
cg26644734,17
cg23721533,17
cg20554557,17
cg15023222,17
cg27020349,17
cg04503482,17
cg04503482,17
cg26509031,17
cg25467336,17
cg06758994,17
cg12352225,17
cg13308392,17
cg15768613,17
cg10764750,17
cg07665217,17
cg14278666,17
cg16516272,17
cg15765638,17
cg19216631,17
cg05824180,17
cg11651932,17
cg19356043,17
cg20859841,17
cg03143591,17
cg03070856,17
cg18283386,17
cg18898267,17
cg14927724,17
cg04992665,17
cg13511888,17
cg08028341,17
cg00871238,17
cg06051619,17
cg19249811,17
cg14144366,17
cg06450397,17
cg09038294,17
cg12696037,17
cg15249211,17
cg15083522,17
cg13178511,17
cg04048141,17
cg23160136,17
cg15902329,17
cg16609139,17
cg27057666,17
cg15866089,17
cg22958409,17
cg21886864,17
cg06757670,17
cg19030317,17
cg22779972,17
cg10787614,17
cg07183970,17
cg09444276,17
cg23601664,17
cg24739935,17
cg03705384,17
cg10444382,17
cg11508056,17
cg09650895,17
cg16655091,17
cg25121227,17
cg14067524,17
cg15663948,17
cg19528830,17
cg23022053,17
cg00010242,17
cg19561503,17
cg10516012,17
cg00033209,17
cg26588778,17
cg16747885,17
cg06521835,17
cg26873935,17
cg03448017,17
cg05572584,17
cg05977333,17
cg07018090,17
cg07943111,17
cg20184295,17
cg06718159,17
cg26567001,17
cg16917903,17
cg21702625,17
cg02903192,17
cg20105610,17
cg14408831,17
cg02707162,17
cg02823311,17
cg11657665,17
cg04515524,17
cg05356755,17
cg23650346,17
cg15730668,17
cg05923202,17
cg03114748,17
cg07052950,17
cg26098164,17
cg17113602,17
cg00272795,17
cg06875704,17
cg07570618,18
cg03921839,18
cg20794208,18
cg02973805,18
cg21117207,18
cg24451872,18
cg10701801,18
cg04601296,18
cg03749917,18
cg11801851,18
cg12286890,18
cg11750230,18
cg12388679,18
cg05033416,18
cg27574929,18
cg04975458,18
cg13678787,18
cg06866839,18
cg17056069,18
cg09861922,18
cg13167631,18
cg03796890,18
cg23889112,18
cg07615802,18
cg10224537,18
cg06841065,18
cg25608061,18
cg14422500,18
cg25702490,18
cg17890234,18
cg02527811,18
cg06430688,18
cg03565013,18
cg09627057,18
cg08233323,18
cg04363536,18
cg10881162,18
cg19892944,18
cg00481161,18
cg14630424,18
cg03025463,18
cg18053688,18
cg22121694,18
cg18343802,18
cg14497649,18
cg23208443,18
cg20281046,18
cg09752627,18
cg20057147,18
cg21630843,18
cg00060975,18
cg18093448,18
cg00318166,18
cg12474444,18
cg25997988,18
cg10645131,18
cg22664298,18
cg10513323,18
cg11897628,18
cg03895404,18
cg22572106,18
cg14533999,18
cg14494781,18
cg05111645,18
cg19275999,18
cg15991478,18
cg01164598,18
cg11753155,18
cg26515689,18
cg17929630,18
cg20119745,18
cg20561938,18
cg03187614,18
cg10985055,18
cg14047561,18
cg19865561,18
cg11802924,18
cg21896454,18
cg15011943,18
cg12715811,18
cg10846853,18
cg17763566,18
cg25917621,18
cg19059839,18
cg20826888,18
cg11960243,18
cg00191957,18
cg17273096,18
cg01710666,18
cg11508013,18
cg05167232,18
cg18962702,18
cg19517108,18
cg06433283,18
cg04590841,18
cg05595248,18
cg02448481,18
cg02184535,18
cg02998155,18
cg22577606,18
cg12952561,18
cg21566081,18
cg20026367,18
cg24927769,18
cg21830932,18
cg17692429,18
cg02922510,18
cg16193245,18
cg03547562,18
cg17162911,18
cg25174338,18
cg00921930,18
cg07765769,18
cg20315538,18
cg03754882,18
cg24130945,18
cg04982102,18
cg13910813,18
cg13769283,18
cg24323552,18
cg05818501,18
cg07589531,18
cg15393936,18
cg13379757,18
cg01006048,18
cg11123613,18
cg18034533,18
cg17686260,18
cg07506153,18
cg13754569,18
cg19126377,18
cg15220194,18
cg12578563,18
cg25963939,18
cg18477969,18
cg22051636,18
cg02474183,18
cg07349464,18
cg07553231,18
cg02936593,18
cg26204322,18
cg05531016,18
cg09558982,18
cg01443440,18
cg21687840,18
cg15268920,18
cg03930924,18
cg17330843,18
cg20569129,18
cg10240950,18
cg23878260,18
cg04460093,18
cg15460035,18
cg19163396,18
cg14282528,18
cg18446441,18
cg25902833,18
cg16462528,18
cg22237018,18
cg20990359,18
cg05848894,18
cg07876831,18
cg18648982,18
cg24149364,18
cg01022501,18
cg23012654,18
cg01225004,18
cg02305961,18
cg02747151,18
cg09856604,18
cg00125893,18
cg00117012,18
cg14370125,18
cg19265641,18
cg07078430,18
cg04885885,18
cg06048169,18
cg05522042,18
cg04172345,18
cg14089110,18
cg02839725,18
cg05952322,18
cg23246815,18
cg25873514,18
cg25928477,18
cg15129815,18
cg08692111,18
cg12566301,18
cg16904092,18
cg06590444,18
cg16245569,18
cg13213889,18
cg25883868,18
cg02940070,18
cg17965552,18
cg19743622,19
cg22237495,19
cg12386614,19
cg06248701,19
cg05712748,19
cg10759817,19
cg13491296,19
cg04132017,19
cg23390745,19
cg09938466,19
cg03964373,19
cg10750264,19
cg02752932,19
cg01378826,19
cg08773876,19
cg21474384,19
cg15177604,19
cg23290207,19
cg22854985,19
cg07569702,19
cg21446655,19
cg11073579,19
cg08289272,19
cg17995911,19
cg06300880,19
cg12077433,19
cg13024511,19
cg06085042,19
cg11725415,19
cg05526809,19
cg26278987,19
cg15886896,19
cg14143172,19
cg20027946,19
cg13362719,19
cg23658329,19
cg23505243,19
cg01133726,19
cg17303578,19
cg00512739,19
cg09723088,19
cg04295202,19
cg20481824,19
cg01330831,19
cg19864342,19
cg02958551,19
cg22249121,19
cg12865025,19
cg24158878,19
cg06426293,19
cg23687434,19
cg18669823,19
cg06177754,19
cg05527416,19
cg19236675,19
cg24899871,19
cg12134602,19
cg25489035,19
cg21823080,19
cg02299007,19
cg08004620,19
cg17474790,19
cg17885684,19
cg24912956,19
cg14189786,19
cg14023453,19
cg14044167,19
cg13375466,19
cg19932577,19
cg14100496,19
cg19848924,19
cg14825684,19
cg24029430,19
cg27076160,19
cg01191806,19
cg02979795,19
cg10792915,19
cg03854098,19
cg27561774,19
cg26658509,19
cg14168573,19
cg25627675,19
cg09233619,19
cg06294321,19
cg16810310,19
cg05653481,19
cg22741595,19
cg21074810,19
cg03685710,19
cg16310192,19
cg16398451,19
cg25045242,19
cg04169908,19
cg08922148,19
cg16655291,19
cg17044526,19
cg20040891,19
cg20694666,19
cg26808592,19
cg23825905,19
cg11023392,19
cg24233119,19
cg04566473,19
cg02805689,19
cg25533133,19
cg18531975,19
cg10544018,19
cg00885005,19
cg15506192,19
cg08885708,19
cg24174281,19
cg12160578,19
cg12645742,19
cg01233215,19
cg04453550,19
cg26518727,19
cg14926485,19
cg09121569,19
cg17839344,19
cg15783768,19
cg22956635,19
cg12963319,19
cg16377738,19
cg20795417,19
cg21143224,19
cg13249244,19
cg03112518,19
cg14942918,19
cg08023527,19
cg16848221,19
cg06627170,19
cg03020379,19
cg00742121,19
cg27120389,19
cg20231299,19
cg16931770,19
cg07193998,19
cg12401798,19
cg01598160,19
cg18336365,19
cg03422583,19
cg10353737,19
cg03330818,20
cg13239126,20
cg22802014,20
cg05467918,20
cg27452255,20
cg08950364,20
cg00325917,20
cg03970567,20
cg22012666,20
cg23622129,20
cg01195628,20
cg07332943,20
cg01230320,20
cg08613504,20
cg22770637,20
cg05734722,20
cg14623940,20
cg13215060,20
cg19964403,20
cg00147462,20
cg00051154,20
cg05385718,20
cg21770393,20
cg25089544,20
cg05401575,20
cg14708603,20
cg04481170,20
cg09102030,20
cg21502695,20
cg03810282,20
cg00545199,20
cg16332920,20
cg04840108,20
cg11379315,20
cg15168497,20
cg10838500,20
cg15599437,20
cg09101062,20
cg06844454,20
cg02550738,20
cg23290100,20
cg18835078,20
cg01957432,20
cg26440059,20
cg06783737,20
cg19600472,20
cg09124453,20
cg08076115,20
cg23368162,20
cg00689685,20
cg22489198,20
cg11888470,20
cg00353337,20
cg05100017,20
cg06773563,20
cg20006652,20
cg04685392,20
cg27135799,20
cg03812172,20
cg12543766,20
cg08368788,20
cg25969728,20
cg00287122,20
cg15391794,20
cg19906813,20
cg14170201,20
cg15935227,20
cg17960703,20
cg02290578,20
cg26781321,20
cg16435580,20
cg03066009,20
cg02242372,20
cg04028540,20
cg23046711,20
cg01652021,20
cg11164659,20
cg13492602,20
cg13683939,20
cg14467771,20
cg07056794,20
cg14065526,20
cg13532421,20
cg06995503,20
cg02682924,20
cg12500300,20
cg25497175,20
cg09263513,20
cg25410789,20
cg02255618,20
cg17271269,20
cg15065631,20
cg14621900,20
cg02560739,20
cg24643105,20
cg17491304,20
cg01570213,20
cg09116501,20
cg18669716,20
cg09429077,20
cg26459339,20
cg09740308,20
cg00087746,20
cg00040646,20
cg07638009,20
cg18873965,20
cg07271471,20
cg03531388,20
cg07223206,20
cg12472473,20
cg11935063,20
cg01667350,20
cg19539986,20
cg19503462,20
cg22857670,20
cg01987525,20
cg18892668,20
cg14373220,20
cg17341502,20
cg10329699,20
cg24330347,20
cg25291250,20
cg15329552,20
cg05146307,20
cg08249296,20
cg01647942,20
cg16094767,20
cg00443543,20
cg02342533,20
cg18873509,20
cg23290146,20
cg23475993,20
cg05813498,20
cg11606607,20
cg23784675,20
cg25130590,20
cg12111149,20
cg18105999,20
cg17483523,20
cg13624418,20
cg04613452,20
cg05661809,20
cg03177708,20
cg01561758,20
cg01512132,20
cg26623575,20
cg00973864,20
cg09845806,20
cg22373097,20
cg05063690,20
cg03478816,20
cg10093859,21
cg17017317,21
cg21294301,21
cg18756931,21
cg00833614,21
cg20775316,21
cg03373960,21
cg20331613,21
cg05795077,21
cg18854398,21
cg03520254,21
cg22522357,21
cg14564638,21
cg00069771,21
cg08158675,21
cg10228323,21
cg20287936,21
cg00866836,21
cg11016420,21
cg07169764,21
cg02745784,21
cg20685672,21
cg05088433,21
cg09866143,21
cg11318906,21
cg13480578,21
cg06758191,21
cg00675157,21
cg09934002,21
cg02303209,21
cg06655570,21
cg01139493,21
cg15626701,21
cg14604522,21
cg04627110,21
cg06458771,21
cg04227238,21
cg11463280,21
cg10985055,21
cg20073472,21
cg08245665,21
cg10140190,21
cg17316649,21
cg10385522,21
cg09900440,21
cg10863737,21
cg13838276,21
cg00156497,21
cg05123933,21
cg11082635,21
cg03023189,21
cg12376369,21
cg21696374,21
cg19089141,21
cg20106077,21
cg13936271,21
cg05505627,21
cg05963100,21
cg04130408,21
cg10288111,21
cg04130127,21
cg16618979,21
cg13295089,21
cg17334266,21
cg05891136,21
cg10040162,21
cg20918069,21
cg00773700,21
cg14125403,21
cg09112218,21
cg14293674,21
cg15230237,21
cg09564990,21
cg26047950,21
cg22787186,21
cg15025598,21
cg25374039,21
cg16827215,21
cg12512286,21
cg19508790,21
cg18675623,21
cg10462356,21
cg16217368,21
cg20228890,21
cg20935784,21
cg04830958,21
cg12532878,21
cg19855227,21
cg13528570,21
cg21954650,21
cg22688471,21
cg07028768,21
cg05450979,21
cg10064060,21
cg01454815,21
cg06334689,21
cg05876883,21
cg09058650,21
cg09610891,21
cg23101028,21
cg11913489,21
cg06939759,21
cg15465836,21
cg26966808,21
cg02823329,21
cg24744031,21
cg21035183,21
cg10095608,21
cg19360675,21
cg27626185,21
cg00842582,21
cg16515381,21
cg13916177,21
cg12445775,21
cg25416605,21
cg18359218,21
cg18627179,21
cg15131156,21
cg01901290,21
cg01608731,21
cg10965434,21
cg15721145,21
cg05867245,21
cg13964431,21
cg07918799,21
cg08719749,21
cg08121686,22
cg13926174,22
cg14825858,22
cg09270225,22
cg22691639,22
cg09385306,22
cg04350215,22
cg22017303,22
cg03954786,22
cg11696173,22
cg19504955,22
cg23564471,22
cg16061436,22
cg22481673,22
cg04610742,22
cg01957222,22
cg19274180,22
cg17590135,22
cg10181180,22
cg02529760,22
cg17181941,22
cg03581003,22
cg04285194,22
cg25951717,22
cg20047297,22
cg23353252,22
cg13929480,22
cg03428581,22
cg05835309,22
cg20494196,22
cg14872707,22
cg15964593,22
cg09521108,22
cg24657788,22
cg05366050,22
cg09085978,22
cg10926851,22
cg14968860,22
cg07856741,22
cg22931151,22
cg19574080,22
cg01655658,22
cg13398947,22
cg19178509,22
cg08412936,22
cg16431720,22
cg09052185,22
cg21036007,22
cg04696840,22
cg23195763,22
cg07883662,22
cg13085030,22
cg15464485,22
cg26542892,22
cg23496178,22
cg09727210,22
cg10719792,22
cg21446981,22
cg21446981,22
cg25022866,22
cg16803840,22
cg07449652,22
cg19367991,22
cg26903052,22
cg04926329,22
cg14423168,22
cg25245477,22
cg12833683,22
cg16191297,22
cg27450744,22
cg06265684,22
cg04563766,22
cg02945674,22
cg16432908,22
cg03029551,22
cg11471354,22
cg01128042,22
cg09854620,22
cg23782583,22
cg21388877,22
cg15218509,22
cg14089103,22
cg10671510,22
cg11614091,22
cg04392220,22
cg24655476,22
cg27531470,22
cg11369485,22
cg03196364,22
cg13380890,22
cg12694424,22
cg00915663,22
cg03372334,22
cg11438287,22
cg23630179,22
cg05179529,22
cg13128244,22
cg00993903,22
cg04431777,22
cg26814396,22
cg00182593,22
cg20310749,22
cg09785377,22
cg26217827,22
cg01741056,22
cg08403010,22
cg09421111,22
cg16791832,22
cg16579369,22
cg24439623,22
cg13435137,22
cg26846076,22
cg16564529,22
cg25450121,22
cg13213536,22
cg10607155,22
cg18049365,22
